Gene_ID	ESC_REDE	ESC_noclass	TSC_REDE	TSC_noclass	ESC_NEDE	TSC_NEDE	ESC_NonEnh	TSC_NonEnh	ES_E14	ES_J1	TS_EGFP	TS_Rs26	ES_mean	TS_mean	Rel_exp	ES_REDE_only	ES_NEDE_only	ES_nonEnhTE_only	No_ES_Enh_only	All
1700110M21Rik	0	0	0	0	0	0	0	0	-6.218575	-5.7851243	-5.984956	-5.6662135	-6.00184965	-5.82558475	-0.176264900000001	FALSE	FALSE	FALSE	TRUE	TRUE
1700111E14Rik	0	0	0	0	0	0	0	0	-5.1720963	-4.738645	-4.938477	-4.619735	-4.95537065	-4.779106	-0.176264649999999	FALSE	FALSE	FALSE	TRUE	TRUE
1700112D23Rik	1	0	0	0	0	0	0	0	-4.44947	-4.016019	-4.215851	-3.8971086	-4.2327445	-4.0564798	-0.1762647	TRUE	FALSE	FALSE	FALSE	TRUE
1700112E06Rik	0	0	0	0	0	0	0	0	-6.762918	-6.3294663	-6.529299	-6.2105565	-6.54619215	-6.36992775	-0.176264399999999	FALSE	FALSE	FALSE	TRUE	TRUE
1700112J05Rik	0	0	0	0	0	0	0	0	-4.98789	-4.5544386	-4.7542706	-4.4355283	-4.7711643	-4.59489945	-0.176264850000001	FALSE	FALSE	FALSE	TRUE	TRUE
1700112M01Rik	0	1	0	0	0	0	0	0	-5.0432134	-4.457759	-2.6575909	-2.0169206	-4.7504862	-2.33725575	-2.41323045	FALSE	FALSE	FALSE	TRUE	TRUE
1700113H08Rik	0	0	0	0	0	0	0	0	-5.7479563	-5.314505	-5.514337	-5.195595	-5.53123065	-5.354966	-0.176264649999999	FALSE	FALSE	FALSE	TRUE	TRUE
1700119I11Rik	0	0	0	0	0	0	0	0	-3.740417	-3.306966	-3.5067978	-3.1880555	-3.5236915	-3.34742665	-0.17626485	FALSE	FALSE	FALSE	TRUE	TRUE
1700120B22Rik	0	0	0	0	0	0	0	0	-3.028077	-3.746629	-1.4725298	-3.6277184	-3.387353	-2.5501241	-0.8372289	FALSE	FALSE	FALSE	TRUE	TRUE
1700120E14Rik	0	0	0	0	0	0	0	0	-5.109929	-4.6764784	-4.87631	-4.5575676	-4.8932037	-4.7169388	-0.176264900000001	FALSE	FALSE	FALSE	TRUE	TRUE
1700120G11Rik	0	0	0	0	0	0	0	0	-4.296292	-3.8628407	-4.062673	-3.7439306	-4.07956635	-3.9033018	-0.17626455	FALSE	FALSE	FALSE	TRUE	TRUE
1700121F15Rik	0	0	0	0	0	3	0	0	-0.86006135	-0.87406915	-0.72597796	-1.4072356	-0.86706525	-1.06660678	0.19954153	FALSE	FALSE	FALSE	TRUE	TRUE
1700122E12Rik	0	0	0	0	0	0	0	0	-2.0893888	-3.2409003	-2.8557699	-4.273993	-2.66514455	-3.56488145	0.8997369	FALSE	FALSE	FALSE	TRUE	TRUE
1700123I01Rik	0	0	0	0	0	0	0	0	-1.4927518	-1.8666555	-5.8034534	-5.4847107	-1.67970365	-5.64408205	3.9643784	FALSE	FALSE	FALSE	TRUE	TRUE
1700123L14Rik	0	1	0	0	0	0	0	0	-6.0905757	-5.6571245	-5.8569565	-5.5382137	-5.8738501	-5.6975851	-0.176265000000001	FALSE	FALSE	FALSE	TRUE	TRUE
1700123M08Rik	0	0	0	0	0	1	0	0	-3.1819892	-5.0704665	-2.685336	-2.629628	-4.12622785	-2.657482	-1.46874585	FALSE	FALSE	FALSE	TRUE	TRUE
1700123O20Rik	0	0	0	0	0	0	0	0	1.1880077	1.4746176	2.383907	1.6037961	1.33131265	1.99385155	-0.6625389	FALSE	FALSE	FALSE	TRUE	TRUE
1700125D06Rik	0	0	0	0	0	0	0	0	-4.671862	-4.238411	-4.438243	-4.1195006	-4.4551365	-4.2788718	-0.1762647	FALSE	FALSE	FALSE	TRUE	TRUE
1700125G02Rik	0	0	0	0	0	0	0	0	-4.3763037	-3.9428523	-4.1426845	-3.823942	-4.159578	-3.98331325	-0.17626475	FALSE	FALSE	FALSE	TRUE	TRUE
1700125H03Rik	0	3	0	0	1	0	0	0	-4.9732614	-4.5398107	-4.739642	-4.4209	-4.75653605	-4.580271	-0.17626505	FALSE	TRUE	FALSE	FALSE	TRUE
1700125H20Rik	0	0	0	0	0	0	0	0	-5.3152657	-4.881814	-5.0816464	-4.762904	-5.09853985	-4.9222752	-0.17626465	FALSE	FALSE	FALSE	TRUE	TRUE
1700128F08Rik	0	0	0	0	0	0	0	0	-5.4730563	-5.0396056	-5.2394376	-4.9206953	-5.25633095	-5.08006645	-0.176264499999999	FALSE	FALSE	FALSE	TRUE	TRUE
1700129C05Rik	0	0	0	0	0	0	0	0	-5.5576115	-5.1241603	-5.3239923	-5.00525	-5.3408859	-5.16462115	-0.17626475	FALSE	FALSE	FALSE	TRUE	TRUE
1810006K21Rik	2	0	0	0	0	0	0	0	2.5803416	2.9886289	3.211219	2.9465766	2.78448525	3.0788978	-0.29441255	TRUE	FALSE	FALSE	FALSE	TRUE
1810007I06Rik	1	3	0	0	1	0	0	0	-1.647653	-2.366205	-2.566037	-2.2472947	-2.006929	-2.40666585	0.39973685	FALSE	FALSE	FALSE	FALSE	TRUE
1810008A18Rik	0	0	0	0	0	0	0	0	2.194188	2.5984929	3.4930346	2.982277	2.39634045	3.2376558	-0.841315349999999	FALSE	FALSE	FALSE	TRUE	TRUE
1810008B01Rik	0	0	0	0	1	0	0	0	-4.899938	-4.6184897	-4.818322	-4.49958	-4.75921385	-4.658951	-0.10026285	FALSE	TRUE	FALSE	FALSE	TRUE
1810009A15Rik	0	0	0	0	0	0	0	0	5.8046436	5.690517	6.041754	5.2405562	5.7475803	5.6411551	0.106425199999999	FALSE	FALSE	FALSE	TRUE	TRUE
1810009N23Rik	0	0	0	0	0	0	0	0	-5.796544	-5.3630924	-5.5629244	-5.244182	-5.5798182	-5.4035532	-0.176265	FALSE	FALSE	FALSE	TRUE	TRUE
1810010H24Rik	0	0	0	0	0	0	0	0	-0.15412495	-1.6841478	-5.205908	-0.8871657	-0.919136375	-3.04653685	2.127400475	FALSE	FALSE	FALSE	TRUE	TRUE
1810011H11Rik	0	0	0	0	0	0	0	0	-5.881254	-5.4478035	-5.6476355	-5.328893	-5.66452875	-5.48826425	-0.1762645	FALSE	FALSE	FALSE	TRUE	TRUE
1810011O10Rik	0	0	0	0	0	1	0	0	-1.7756493	-1.4491135	-5.501388	-5.182646	-1.6123814	-5.342017	3.7296356	FALSE	FALSE	FALSE	TRUE	TRUE
1810012P15Rik	0	0	0	0	0	0	0	0	-1.2777225	-0.68631893	-1.9629667	-1.4543997	-0.982020715	-1.7086832	0.726662485	FALSE	FALSE	FALSE	TRUE	TRUE
1810013D10Rik	0	0	0	0	0	0	0	0	-1.3150123	-0.9932065	0.043497946	-0.38650253	-1.1541094	-0.171502292	-0.982607108	FALSE	FALSE	FALSE	TRUE	TRUE
1810013D15Rik	1	0	0	2	0	0	0	2	-4.52162	-4.0881686	-3.1359973	-3.969258	-4.3048943	-3.55262765	-0.752266650000001	TRUE	FALSE	FALSE	FALSE	TRUE
1810013L24Rik	0	0	0	0	0	0	0	0	2.9632428	2.6316645	1.82415	2.9262135	2.79745365	2.37518175	0.4222719	FALSE	FALSE	FALSE	TRUE	TRUE
1810014F10Rik	0	0	0	0	0	0	0	0	-1.7932037	-1.6923279	-1.0323378	-3.5209503	-1.7427658	-2.27664405	0.53387825	FALSE	FALSE	FALSE	TRUE	TRUE
1810019D21Rik	0	1	0	0	1	0	0	0	-4.2187304	-2.5628865	-3.9851112	-2.081406	-3.39080845	-3.0332586	-0.35754985	FALSE	TRUE	FALSE	FALSE	TRUE
1810019J16Rik	0	0	0	0	0	0	0	0	-0.8662603	-0.6654699	-0.304587	-0.061132755	-0.7658651	-0.1828598775	-0.5830052225	FALSE	FALSE	FALSE	TRUE	TRUE
1810020D17Rik	0	0	0	0	0	0	0	0	-0.5766258	-0.38418272	2.675372	2.6387007	-0.48040426	2.65703635	-3.13744061	FALSE	FALSE	FALSE	TRUE	TRUE
1810021B22Rik	0	0	0	0	0	1	0	0	-5.1640677	-4.7306166	-4.9304485	-4.6117063	-4.94734215	-4.7710774	-0.176264750000001	FALSE	FALSE	FALSE	TRUE	TRUE
1810022K09Rik	0	0	0	0	0	0	0	0	6.968854	6.7350945	5.944517	5.7482724	6.85197425	5.8463947	1.00557955	FALSE	FALSE	FALSE	TRUE	TRUE
1810024B03Rik	0	0	0	0	0	0	0	0	-1.3544567	-0.5648617	-2.5167663	-2.5390606	-0.9596592	-2.52791345	1.56825425	FALSE	FALSE	FALSE	TRUE	TRUE
1810026J23Rik	0	0	0	0	0	0	0	0	2.2066824	2.2638104	2.690964	2.3135743	2.2352464	2.50226915	-0.26702275	FALSE	FALSE	FALSE	TRUE	TRUE
1810027O10Rik	0	0	0	0	0	0	0	0	-0.7295779	-0.29612672	1.6055795	1.3875684	-0.51285231	1.49657395	-2.00942626	FALSE	FALSE	FALSE	TRUE	TRUE
1810029B16Rik	0	3	0	0	0	0	0	0	3.4886131	4.1443496	3.3479202	2.7608666	3.81648135	3.0543934	0.76208795	FALSE	FALSE	FALSE	TRUE	TRUE
1810030J14Rik	0	0	0	0	0	0	0	0	-4.9987645	-4.5653133	-4.7651453	-4.446403	-4.7820389	-4.60577415	-0.17626475	FALSE	FALSE	FALSE	TRUE	TRUE
1810030N24Rik	0	0	0	0	0	0	0	0	1.6695857	1.9812918	-0.28349575	0.14487104	1.82543875	-0.069312355	1.894751105	FALSE	FALSE	FALSE	TRUE	TRUE
1810030O07Rik	0	0	0	0	0	0	0	0	2.357083	2.411733	1.9882524	2.1973703	2.384408	2.09281135	0.29159665	FALSE	FALSE	FALSE	TRUE	TRUE
1810031K17Rik	0	0	0	0	1	0	0	0	-1.1417681	-0.21189116	0.74392766	1.239863	-0.67682963	0.99189533	-1.66872496	FALSE	TRUE	FALSE	FALSE	TRUE
1810032O08Rik	0	0	0	0	0	0	0	0	-0.073645905	-0.21005033	0.86624205	0.038143024	-0.1418481175	0.452192537	-0.5940406545	FALSE	FALSE	FALSE	TRUE	TRUE
1810033B17Rik	0	0	0	0	0	0	0	0	-5.3493676	-4.9159164	0.5281076	-0.5490789	-5.132642	-0.01048565	-5.12215635	FALSE	FALSE	FALSE	TRUE	TRUE
1810035I16Rik	0	0	0	0	0	0	0	0	-3.6876297	-3.2541783	-3.4540105	-3.1352682	-3.470904	-3.29463935	-0.17626465	FALSE	FALSE	FALSE	TRUE	TRUE
1810035L17Rik	0	0	0	0	0	0	0	0	1.8783722	2.2654533	2.314693	1.7589661	2.07191275	2.03682955	0.0350831999999999	FALSE	FALSE	FALSE	TRUE	TRUE
1810037I17Rik	0	1	0	0	0	0	0	0	3.6700194	3.3571265	3.0029664	2.793777	3.51357295	2.8983717	0.61520125	FALSE	FALSE	FALSE	TRUE	TRUE
1810041L15Rik	0	0	0	0	0	0	0	0	-4.5649467	-3.979493	-7.501253	-4.860583	-4.27221985	-6.180918	1.90869815	FALSE	FALSE	FALSE	TRUE	TRUE
1810043G02Rik	0	0	0	0	0	0	0	0	-3.0408685	-2.5112023	-1.3433025	-1.5651287	-2.7760354	-1.4542156	-1.3218198	FALSE	FALSE	FALSE	TRUE	TRUE
1810043H04Rik	0	0	0	0	1	0	0	0	0.3172431	0.94333947	1.122019	0.64721227	0.630291285	0.884615635	-0.25432435	FALSE	TRUE	FALSE	FALSE	TRUE
1810046J19Rik	0	0	0	0	0	0	0	0	1.132969	2.023627	2.461225	3.0410922	1.578298	2.7511586	-1.1728606	FALSE	FALSE	FALSE	TRUE	TRUE
1810046K07Rik	0	0	0	0	0	0	0	0	-5.7208476	-5.287396	-5.4872284	-5.168486	-5.5041218	-5.3278572	-0.1762646	FALSE	FALSE	FALSE	TRUE	TRUE
1810048J11Rik	0	0	0	0	0	0	0	0	-0.50718534	-0.38923612	0.01711084	-0.14746897	-0.44821073	-0.065179065	-0.383031665	FALSE	FALSE	FALSE	TRUE	TRUE
1810049H13Rik	0	0	0	0	0	0	0	0	-3.871821	-1.116442	0.44926077	1.6112776	-2.4941315	1.030269185	-3.524400685	FALSE	FALSE	FALSE	TRUE	TRUE
1810055G02Rik	0	0	0	1	0	0	0	0	3.025764	3.5206156	4.276272	3.7573133	3.2731898	4.01679265	-0.743602849999999	FALSE	FALSE	FALSE	TRUE	TRUE
1810058I24Rik	0	0	0	0	1	0	0	0	1.7786118	1.7106105	2.069782	1.9491026	1.74461115	2.0094423	-0.26483115	FALSE	TRUE	FALSE	FALSE	TRUE
1810058N05Rik	0	0	0	0	0	1	0	0	-4.2362957	-3.802845	-4.002677	-3.6839345	-4.01957035	-3.84330575	-0.176264600000001	FALSE	FALSE	FALSE	TRUE	TRUE
1810059H22Rik	0	0	0	0	0	0	0	0	-3.5351286	-5.2716026	-6.623438	-6.1526923	-4.4033656	-6.38806515	1.98469955	FALSE	FALSE	FALSE	TRUE	TRUE
1810062G17Rik	0	0	0	1	0	0	0	0	-3.964043	-3.530592	-3.5784206	-3.2596784	-3.7473175	-3.4190495	-0.328268	FALSE	FALSE	FALSE	TRUE	TRUE
1810062O18Rik	0	0	0	0	0	0	0	0	-1.7386882	-3.627165	-2.2420347	-2.771289	-2.6829266	-2.50666185	-0.17626475	FALSE	FALSE	FALSE	TRUE	TRUE
1810063B05Rik	0	0	0	0	0	0	0	0	2.1285338	2.6663215	2.9228678	2.5941834	2.39742765	2.7585256	-0.36109795	FALSE	FALSE	FALSE	TRUE	TRUE
1810063B07Rik	0	0	0	0	1	0	0	0	-1.2390761	-1.7649832	-0.9252869	-2.2310352	-1.50202965	-1.57816105	0.0761314000000002	FALSE	TRUE	FALSE	FALSE	TRUE
1810064F22Rik	0	1	0	0	0	0	1	0	-5.440724	-5.159276	-5.3591075	-5.040365	-5.3	-5.19973625	-0.10026375	FALSE	FALSE	TRUE	TRUE	TRUE
1810065E05Rik	0	1	0	0	0	0	1	0	-5.211581	-4.77813	-4.977962	-4.6592193	-4.9948555	-4.81859065	-0.17626485	FALSE	FALSE	TRUE	TRUE	TRUE
1810074P20Rik	0	0	0	0	0	0	0	0	2.1000247	2.3670266	1.4960895	2.1196864	2.23352565	1.80788795	0.4256377	FALSE	FALSE	FALSE	TRUE	TRUE
2010001A14Rik	0	0	0	0	0	0	0	0	-1.6844897	-1.4436837	-0.8659082	0.11579919	-1.5640867	-0.375054505	-1.189032195	FALSE	FALSE	FALSE	TRUE	TRUE
2010001E11Rik	0	0	0	0	0	0	0	0	-6.362688	-6.0812397	-6.281072	-4.8103266	-6.22196385	-5.5456993	-0.67626455	FALSE	FALSE	FALSE	TRUE	TRUE
2010001M06Rik	0	0	0	0	0	0	0	0	-0.4880552	-0.902601	-0.7239213	-0.64618695	-0.6953281	-0.685054125	-0.010273975	FALSE	FALSE	FALSE	TRUE	TRUE
2010001M09Rik	0	0	0	0	0	0	0	0	-3.4415212	-3.5930326	-4.9448676	-4.6261253	-3.5172769	-4.78549645	1.26821955	FALSE	FALSE	FALSE	TRUE	TRUE
2010002M12Rik	0	1	0	0	0	0	0	0	-7.073961	-6.6405096	-6.8403416	-6.5215993	-6.8572353	-6.68097045	-0.176264849999999	FALSE	FALSE	FALSE	TRUE	TRUE
2010002N04Rik	0	0	0	0	0	0	0	0	-0.40401834	-0.2336016	2.9264622	1.5633806	-0.31880997	2.2449214	-2.56373137	FALSE	FALSE	FALSE	TRUE	TRUE
2010003K11Rik	0	0	0	0	0	0	0	0	-5.5428267	-5.109376	-4.157205	-4.9904656	-5.32610135	-4.5738353	-0.752266049999999	FALSE	FALSE	FALSE	TRUE	TRUE
2010003O02Rik	0	0	0	0	0	0	0	0	-1.9244406	-1.0055628	0.23517793	-1.6940073	-1.4650017	-0.729414685	-0.735587015	FALSE	FALSE	FALSE	TRUE	TRUE
2010005H15Rik	0	0	0	0	0	0	0	0	-3.5563853	-3.1229339	-3.322766	-3.0040238	-3.3396596	-3.1633949	-0.1762647	FALSE	FALSE	FALSE	TRUE	TRUE
2010007H06Rik	0	0	0	0	0	0	0	0	-4.6467314	-4.2132807	-4.413112	-4.09437	-4.43000605	-4.253741	-0.17626505	FALSE	FALSE	FALSE	TRUE	TRUE
2010011I20Rik	0	0	0	0	0	0	0	0	-1.5990227	-2.006874	1.2083316	1.1709301	-1.80294835	1.18963085	-2.9925792	FALSE	FALSE	FALSE	TRUE	TRUE
2010012O05Rik	0	0	0	0	1	0	0	0	-0.36143517	-0.39928976	0.5996581	-0.8329205	-0.380362465	-0.1166312	-0.263731265	FALSE	TRUE	FALSE	FALSE	TRUE
2010012P19Rik	1	0	0	0	0	0	0	0	-2.7347908	-4.8863025	-5.2381372	-2.767392	-3.81054665	-4.0027646	0.19221795	TRUE	FALSE	FALSE	FALSE	TRUE
2010015L04Rik	0	0	0	0	0	0	0	0	-0.6885254	-0.17825861	-3.062589	-1.253521	-0.433392005	-2.158055	1.724662995	FALSE	FALSE	FALSE	TRUE	TRUE
2010016I18Rik	0	0	0	0	0	0	0	0	-5.833459	-5.4000077	-5.59984	-5.2810974	-5.61673335	-5.4404687	-0.17626465	FALSE	FALSE	FALSE	TRUE	TRUE
2010106E10Rik	0	1	0	0	0	0	1	0	-5.686509	-5.253058	-5.45289	-5.1341476	-5.4697835	-5.2935188	-0.1762647	FALSE	FALSE	TRUE	TRUE	TRUE
2010106G01Rik	0	0	0	0	0	1	0	0	-0.40917665	-0.07088276	0.040682696	0.49548653	-0.240029705	0.268084613	-0.508114318	FALSE	FALSE	FALSE	TRUE	TRUE
2010107E04Rik	0	0	0	0	0	0	0	0	4.3868256	4.6238794	5.272044	4.813179	4.5053525	5.0426115	-0.537259	FALSE	FALSE	FALSE	TRUE	TRUE
2010107G12Rik	0	0	0	0	0	0	0	0	-2.876719	-6.682734	-6.8825655	-4.826858	-4.7797265	-5.85471175	1.07498525	FALSE	FALSE	FALSE	TRUE	TRUE
2010107G23Rik	0	0	0	0	0	0	0	0	-1.0183698	0.31651744	0.04191778	0.44992748	-0.35092618	0.24592263	-0.59684881	FALSE	FALSE	FALSE	TRUE	TRUE
2010107H07Rik	0	0	0	0	0	0	0	0	0.109399006	0.26721558	-0.72111213	-0.4023699	0.188307293	-0.561741015	0.750048308	FALSE	FALSE	FALSE	TRUE	TRUE
2010109A12Rik	0	0	0	0	0	0	0	0	-4.457375	-4.023924	-4.223756	-3.9050136	-4.2406495	-4.0643848	-0.1762647	FALSE	FALSE	FALSE	TRUE	TRUE
2010109I03Rik	0	0	0	0	0	0	0	0	-6.2385917	-5.80514	-6.0049725	-5.6862297	-6.02186585	-5.8456011	-0.17626475	FALSE	FALSE	FALSE	TRUE	TRUE
2010109K11Rik	0	0	0	0	0	0	0	0	-0.47045493	-0.74749714	-0.19730744	0.054939445	-0.608976035	-0.0711839975	-0.5377920375	FALSE	FALSE	FALSE	TRUE	TRUE
2010110P09Rik	0	0	0	0	0	0	0	0	-3.266306	-2.8328545	-5.7696524	-5.45091	-3.04958025	-5.6102812	2.56070095	FALSE	FALSE	FALSE	TRUE	TRUE
2010300C02Rik	0	0	0	0	0	0	0	0	-4.706547	-4.758522	-1.8540177	-1.3468305	-4.7325345	-1.6004241	-3.1321104	FALSE	FALSE	FALSE	TRUE	TRUE
2010305A19Rik	0	0	0	0	0	0	0	0	1.4729875	1.6215049	1.9789789	0.87957793	1.5472462	1.429278415	0.117967785	FALSE	FALSE	FALSE	TRUE	TRUE
2010317E24Rik	0	0	0	0	0	0	0	0	-1.2225491	-0.84354573	0.699126	0.6623877	-1.033047415	0.68075685	-1.713804265	FALSE	FALSE	FALSE	TRUE	TRUE
2010320O07Rik	0	0	0	0	1	0	0	0	-4.3928866	-3.9594352	-4.1592674	-3.840525	-4.1761609	-3.9998962	-0.1762647	FALSE	TRUE	FALSE	FALSE	TRUE
2010321M09Rik	0	0	0	0	0	0	0	0	2.2641761	2.5296502	3.0818908	2.717002	2.39691315	2.8994464	-0.50253325	FALSE	FALSE	FALSE	TRUE	TRUE
2200002D01Rik	0	0	0	0	0	0	0	0	-0.29217234	-0.26311153	3.558118	3.0721169	-0.277641935	3.31511745	-3.592759385	FALSE	FALSE	FALSE	TRUE	TRUE
2200002J24Rik	0	0	0	0	0	0	0	0	-3.7360911	-3.30264	-3.5024722	-3.1837296	-3.51936555	-3.3431009	-0.17626465	FALSE	FALSE	FALSE	TRUE	TRUE
2200002K05Rik	0	1	0	0	0	0	1	0	-2.0597613	-2.543848	-1.6656774	-0.89442295	-2.30180465	-1.280050175	-1.021754475	FALSE	FALSE	TRUE	TRUE	TRUE
2210009G21Rik	0	0	0	0	0	0	0	0	0.8106008	0.7010201	-0.28935844	0.35908931	0.75581045	0.034865435	0.720945015	FALSE	FALSE	FALSE	TRUE	TRUE
2210010C04Rik	0	0	0	0	0	0	0	0	-6.4214554	-5.9880047	-6.187836	-5.869094	-6.20473005	-6.028465	-0.17626505	FALSE	FALSE	FALSE	TRUE	TRUE
2210010C17Rik	0	0	0	0	0	0	0	0	-0.96340865	-2.6592407	-4.8590727	-1.6334397	-1.811324675	-3.2462562	1.434931525	FALSE	FALSE	FALSE	TRUE	TRUE
2210011C24Rik	0	0	0	0	0	0	0	0	-3.4970312	-4.06358	-4.4154153	-4.096673	-3.7803056	-4.25604415	0.47573855	FALSE	FALSE	FALSE	TRUE	TRUE
2210012G02Rik	0	0	0	0	0	0	0	0	-2.7316852	-2.7762814	0.79773223	0.127731	-2.7539833	0.462731615	-3.216714915	FALSE	FALSE	FALSE	TRUE	TRUE
2210016F16Rik	0	0	0	0	0	0	0	0	0.23967879	0.5991292	2.7562318	1.7860162	0.419403995	2.271124	-1.851720005	FALSE	FALSE	FALSE	TRUE	TRUE
2210016L21Rik	0	0	0	0	0	0	0	0	1.4544573	1.7388527	1.2641608	1.5284554	1.596655	1.3963081	0.2003469	FALSE	FALSE	FALSE	TRUE	TRUE
2210018M11Rik	0	0	0	0	0	0	0	0	3.7963705	3.7123663	3.2449584	3.2364905	3.7543684	3.24072445	0.51364395	FALSE	FALSE	FALSE	TRUE	TRUE
2210019I11Rik	0	0	0	0	0	0	0	0	-6.290403	-5.856952	1.85677	-1.1266072	-6.0736775	0.3650814	-6.4387589	FALSE	FALSE	FALSE	TRUE	TRUE
2210020M01Rik	0	0	0	0	1	0	0	0	-5.892085	-5.610637	-5.8104696	-5.491727	-5.751361	-5.6510983	-0.100262699999999	FALSE	TRUE	FALSE	FALSE	TRUE
2210021J22Rik	0	0	0	0	0	0	0	0	-0.36398748	-0.5585675	-0.21783109	-0.5067713	-0.46127749	-0.362301195	-0.0989762949999999	FALSE	FALSE	FALSE	TRUE	TRUE
2210403K04Rik	0	0	0	0	0	0	0	0	-1.2566217	-0.9807118	1.9832026	1.759687	-1.11866675	1.8714448	-2.99011155	FALSE	FALSE	FALSE	TRUE	TRUE
2210404O07Rik	0	0	0	0	1	0	0	0	-2.4444785	-3.8183823	-5.018214	-4.8514752	-3.1314304	-4.9348446	1.8034142	FALSE	TRUE	FALSE	FALSE	TRUE
2210406O10Rik	0	0	0	0	0	0	0	0	-6.4761724	-5.0427217	-6.242553	-5.923811	-5.75944705	-6.083182	0.32373495	FALSE	FALSE	FALSE	TRUE	TRUE
2210407C18Rik	0	1	0	0	0	0	1	0	-5.806893	-5.3734417	-5.5732737	-5.2545314	-5.59016735	-5.41390255	-0.1762648	FALSE	FALSE	TRUE	TRUE	TRUE
2210408F21Rik	0	0	0	0	0	0	0	0	-5.8841896	-5.4507384	-5.6505704	-5.331828	-5.667464	-5.4911992	-0.176264799999999	FALSE	FALSE	FALSE	TRUE	TRUE
2210408I21Rik	0	0	0	0	0	0	0	0	-1.6040074	-1.1180888	-0.93545115	-0.5027526	-1.3610481	-0.719101875	-0.641946225	FALSE	FALSE	FALSE	TRUE	TRUE
2210411M09Rik	0	0	0	0	1	0	0	0	-4.533385	-4.099933	-2.714803	-2.3960605	-4.316659	-2.55543175	-1.76122725	FALSE	TRUE	FALSE	FALSE	TRUE
2210415F13Rik	0	1	0	0	0	0	1	0	-5.683142	-5.2496915	-5.449523	-5.1307807	-5.46641675	-5.29015185	-0.176264900000001	FALSE	FALSE	TRUE	TRUE	TRUE
2210416O15Rik	0	0	0	0	1	0	0	0	-5.9122605	-5.4788094	-5.6786413	-5.2078958	-5.69553495	-5.44326855	-0.252266400000001	FALSE	TRUE	FALSE	FALSE	TRUE
2210417K05Rik	0	0	0	0	0	0	0	0	-5.9603386	-5.526888	-2.9897542	-1.5555347	-5.7436133	-2.27264445	-3.47096885	FALSE	FALSE	FALSE	TRUE	TRUE
2300002M23Rik	0	0	0	0	1	0	0	0	-5.910342	-5.4768906	-5.676723	-5.3579807	-5.6936163	-5.51735185	-0.176264450000001	FALSE	TRUE	FALSE	FALSE	TRUE
2300003K06Rik	0	0	0	0	0	0	0	0	-5.200634	-4.767183	-4.967015	-4.6482725	-4.9839085	-4.80764375	-0.17626475	FALSE	FALSE	FALSE	TRUE	TRUE
2300005B03Rik	0	0	0	0	0	0	0	0	-4.214694	-3.7812426	-3.9810743	-3.6623323	-3.9979683	-3.8217033	-0.176265	FALSE	FALSE	FALSE	TRUE	TRUE
2300009A05Rik	0	0	0	0	0	0	0	0	-3.4287112	-4.147263	-2.1950922	-2.2913873	-3.7879871	-2.24323975	-1.54474735	FALSE	FALSE	FALSE	TRUE	TRUE
2310001A20Rik	0	0	0	0	0	0	0	0	1.4863757	1.3407407	2.0779777	2.0736427	1.4135582	2.0758102	-0.662252	FALSE	FALSE	FALSE	TRUE	TRUE
2310001K24Rik	0	0	0	0	0	0	0	0	-4.199063	-3.7656116	-3.9654438	-3.6467016	-3.9823373	-3.8060727	-0.1762646	FALSE	FALSE	FALSE	TRUE	TRUE
2310002J15Rik	0	0	0	0	0	0	0	0	-5.3553033	-4.921852	-5.121684	-4.802942	-5.13857765	-4.962313	-0.17626465	FALSE	FALSE	FALSE	TRUE	TRUE
2310002L09Rik	0	0	0	0	0	0	0	0	-6.432192	-5.998741	-6.1985726	-5.8798304	-6.2154665	-6.0392015	-0.176264999999999	FALSE	FALSE	FALSE	TRUE	TRUE
2310002L13Rik	1	0	2	1	0	0	0	0	-5.6176324	-5.184181	-5.384013	-5.065271	-5.4009067	-5.224642	-0.1762647	TRUE	FALSE	FALSE	FALSE	TRUE
2310003C23Rik	0	0	0	0	1	1	0	0	5.2808843	4.6710386	3.5854902	3.496607	4.97596145	3.5410486	1.43491285	FALSE	TRUE	FALSE	FALSE	TRUE
2310003F16Rik	0	0	0	0	0	0	0	0	4.4543085	4.370265	4.5875754	4.026953	4.41228675	4.3072642	0.105022549999999	FALSE	FALSE	FALSE	TRUE	TRUE
2310003H01Rik	0	0	0	0	0	0	0	0	-1.0604779	6.12e-05	-1.7641228	-1.8300444	-0.53020835	-1.7970836	1.26687525	FALSE	FALSE	FALSE	TRUE	TRUE
2310003L06Rik	0	0	0	0	0	0	0	0	-1.8512684	-3.8328545	-5.7696524	-5.45091	-2.84206145	-5.6102812	2.76821975	FALSE	FALSE	FALSE	TRUE	TRUE
2310003L22Rik	0	0	0	0	0	0	0	0	1.4660863	1.7636539	1.7317663	1.7423865	1.6148701	1.7370764	-0.1222063	FALSE	FALSE	FALSE	TRUE	TRUE
2310004I24Rik	0	0	0	0	0	0	0	0	1.8234732	1.9938899	0.9253023	1.4860176	1.90868155	1.20565995	0.7030216	FALSE	FALSE	FALSE	TRUE	TRUE
2310004N24Rik	0	1	0	0	1	0	0	0	-1.4484124	-0.20760645	0.16987042	0.20081046	-0.828009425	0.18534044	-1.013349865	FALSE	TRUE	FALSE	FALSE	TRUE
