Bait_ID	ESC_REDE	ESC_noclass	TSC_REDE	TSC_noclass	ESC_NEDE	TSC_NEDE	ESC_NonEnh	TSC_NonEnh
chr14-20397295-20415474	0	0	0	0	0	0	0	0
chr14-20451407-20456231	0	0	0	0	0	0	0	0
chr14-20469982-20482963	0	0	0	0	0	0	0	0
chr14-20493015-20501852	0	0	0	0	0	0	0	0
chr14-20542969-20554833	0	0	0	0	0	0	0	0
chr14-20617496-20619279	0	0	0	0	0	0	0	0
chr14-20653438-20659940	0	0	0	0	0	0	0	0
chr14-20666403-20672547	0	0	0	0	0	0	0	0
chr14-20672548-20674757	0	0	0	0	0	0	0	0
chr14-20686225-20700769	0	0	0	0	0	0	0	0
chr14-20700770-20702022	0	0	0	0	0	0	0	0
chr14-20702023-20708150	0	0	0	0	0	0	0	0
chr14-20730461-20730872	0	0	0	0	0	0	0	0
chr14-20790046-20795702	0	0	0	0	0	0	0	0
chr14-20832470-20839933	0	0	0	0	0	0	0	0
chr14-20928194-20938438	0	0	0	0	0	0	0	0
chr14-21051639-21063610	0	0	0	0	0	0	0	0
chr14-21449473-21456488	0	0	0	0	1	0	0	0
chr14-21495856-21504993	0	0	0	0	2	0	0	0
chr14-21709027-21716850	0	0	0	0	1	0	0	0
chr14-21739471-21742260	0	0	0	0	1	0	0	0
chr14-21746136-21752307	0	0	0	0	1	0	0	0
chr14-21810440-21817100	0	0	0	0	1	0	0	0
chr14-21830902-21832570	0	0	0	0	1	0	0	0
chr14-21847260-21852182	0	0	0	0	0	0	0	0
chr14-21983823-21993425	0	0	0	0	0	0	0	0
chr14-22017164-22033058	0	0	0	0	0	0	0	0
chr14-22550140-22560885	0	0	0	0	0	0	0	0
chr14-23086146-23098079	0	0	0	0	0	0	0	0
chr14-23800763-23811333	0	0	0	0	0	0	0	0
chr14-24065820-24072250	0	0	0	1	0	0	0	0
chr14-24244792-24254034	0	0	0	1	0	0	0	0
chr14-24289055-24297856	0	0	1	0	0	0	0	0
chr14-24486513-24488678	0	0	0	0	0	0	0	0
chr14-24488679-24492510	0	0	0	0	0	0	0	0
chr14-25454609-25460473	0	0	0	0	0	0	0	0
chr14-25527494-25542371	0	0	0	0	0	0	0	0
chr14-25661868-25665820	0	0	0	0	0	0	0	0
chr14-25681893-25695269	0	0	0	0	0	0	0	0
chr14-25706893-25708840	0	0	0	0	0	0	0	0
chr14-25756057-25769596	0	0	0	0	0	0	0	0
chr14-25823139-25842483	0	0	0	0	0	0	0	0
chr14-26353915-26358474	0	2	0	0	0	0	0	0
chr14-26494815-26502717	0	0	0	0	0	0	0	0
chr14-26510504-26520252	0	0	0	0	0	0	0	0
chr14-26573201-26584601	0	0	0	0	0	0	0	0
chr14-26637300-26639212	0	0	0	0	0	0	0	0
chr14-26662681-26670734	0	0	0	0	0	0	0	0
chr14-26687305-26693486	0	0	0	0	0	0	0	0
chr14-26893733-26897203	0	0	0	0	0	0	0	0
chr14-26968973-26972743	0	0	0	0	0	0	0	0
chr14-26999430-27004590	0	0	0	0	0	0	0	0
chr14-27037333-27057606	0	0	0	0	1	0	0	0
chr14-27237152-27238905	0	0	0	0	1	1	0	0
chr14-27379466-27381161	0	0	0	0	1	1	0	0
chr14-27426581-27434522	0	0	0	0	0	0	0	0
chr14-27485781-27492877	0	0	0	0	0	0	0	0
chr14-27508086-27510183	0	0	0	0	0	0	0	0
chr14-27523368-27538232	0	0	0	0	0	0	0	0
chr14-27621848-27631781	1	0	0	0	1	0	0	0
chr14-28498679-28508261	0	0	0	0	0	0	0	0
chr14-29009742-29019020	0	0	0	0	0	0	0	0
chr14-29720161-29727973	0	0	0	0	0	0	0	0
chr14-29961306-29969583	0	0	0	0	0	0	0	0
chr14-29976791-29986837	0	0	0	0	0	0	0	0
chr14-30003296-30010065	0	0	0	0	0	0	0	0
chr14-30469872-30480254	0	0	0	0	0	0	0	0
chr14-30483029-30491716	0	0	0	0	0	0	0	0
chr14-30539060-30551647	0	0	0	0	0	0	0	0
chr14-30571670-30574382	0	0	0	0	0	0	0	0
chr14-30619464-30633384	0	0	0	0	0	0	0	0
chr14-30646037-30657040	0	0	0	0	0	0	0	0
chr14-30707400-30718352	0	0	0	0	0	0	0	0
chr14-30774845-30778119	0	0	0	0	0	0	0	0
chr14-30820528-30829249	0	0	0	0	0	0	0	0
chr14-30877098-30881993	0	0	0	0	0	0	0	0
chr14-30886174-30887058	0	0	0	0	0	0	0	0
chr14-30923361-30933775	0	0	0	0	0	0	0	0
chr14-30942258-30944334	0	0	0	0	0	0	0	0
chr14-30947866-30952734	0	0	0	0	0	0	0	0
chr14-30999904-31004865	0	0	0	0	0	0	0	0
chr14-31010442-31014958	0	0	0	0	0	0	0	0
chr14-31014959-31019835	0	0	0	0	0	0	0	0
chr14-31077155-31077889	0	0	0	0	0	0	0	0
chr14-31124587-31131605	0	0	0	0	0	0	0	0
chr14-31134037-31136606	0	0	0	0	0	0	0	0
chr14-31168237-31168906	0	0	0	0	0	0	0	0
chr14-31168907-31176593	0	0	0	0	0	0	0	0
chr14-31203337-31208773	0	0	0	0	0	0	0	0
chr14-31213974-31219115	0	0	0	0	0	0	0	0
chr14-31232361-31255492	0	0	0	0	0	0	0	0
chr14-31323290-31323961	0	0	0	0	0	0	0	0
chr14-31334663-31340045	0	0	0	0	1	0	0	0
chr14-31429018-31436640	0	0	0	0	0	0	0	0
chr14-31493741-31495328	0	0	0	0	1	0	0	0
chr14-31589098-31594408	0	0	0	0	0	0	0	0
chr14-31635388-31649698	0	0	0	0	0	0	0	0
chr14-31829455-31836776	0	0	0	0	0	0	0	0
chr14-32026551-32030372	0	0	0	0	0	0	0	0
chr14-32080547-32093122	0	0	0	0	0	0	0	0
chr14-32141865-32145967	1	0	0	0	0	0	0	0
chr14-32158266-32162263	1	0	1	0	0	0	0	0
chr14-32191246-32193523	1	0	1	0	0	0	0	0
chr14-32200342-32206834	1	0	1	0	0	0	0	0
chr14-32291171-32296264	0	0	0	0	0	0	0	0
chr14-32315865-32322873	0	0	0	0	0	0	0	0
chr14-32383957-32391004	0	0	0	0	0	0	0	0
chr14-32465819-32470021	1	0	0	0	0	0	0	0
chr14-32511848-32516519	0	0	0	0	0	0	0	0
chr14-32652623-32665784	0	0	0	0	0	0	0	0
chr14-32783275-32786498	0	0	0	0	0	0	0	0
chr14-32825904-32836704	0	0	0	0	0	0	0	0
chr14-32853560-32859316	0	0	0	0	0	0	0	0
chr14-32991248-32992239	0	0	0	0	0	0	0	0
chr14-33180020-33185996	0	0	0	0	0	0	0	0
chr14-33205282-33216103	0	0	0	0	0	0	0	0
chr14-33370080-33372551	0	0	0	0	0	0	0	0
chr14-33443588-33450836	0	0	0	0	0	0	0	0
chr14-33547366-33549312	0	0	0	0	0	0	0	0
chr14-33587891-33591105	0	0	0	0	0	0	0	0
chr14-33641608-33648166	0	0	0	0	0	0	0	0
chr14-33921739-33924183	0	1	0	0	0	0	1	0
chr14-33938373-33943288	0	0	0	0	0	0	0	0
chr14-33947329-33957494	0	0	0	0	0	0	0	0
chr14-33977453-33982836	0	0	0	0	0	0	0	0
chr14-34040037-34046939	0	0	0	0	0	0	0	0
chr14-34046940-34057904	0	0	0	0	0	0	0	0
chr14-34084396-34095276	0	0	0	0	0	0	0	0
chr14-34101302-34111961	0	0	0	0	0	0	0	0
chr14-34146068-34156189	0	0	0	0	0	0	0	0
chr14-34156190-34170862	0	0	0	0	0	0	0	0
chr14-34199412-34202179	0	0	0	0	0	0	0	0
chr14-34214350-34220417	0	0	0	0	0	0	0	0
chr14-34298570-34315545	0	0	0	0	0	0	0	0
chr14-34355386-34362333	0	0	0	0	0	0	0	0
chr14-34371629-34377257	0	0	0	0	0	0	0	0
chr14-34490485-34510283	0	0	0	0	0	0	0	0
chr14-34588090-34591193	0	0	0	0	1	0	0	0
chr14-34599922-34602464	0	0	0	0	1	0	0	0
chr14-34670778-34674663	0	0	0	0	0	0	0	0
chr14-34818634-34823208	0	0	0	0	0	0	0	0
chr14-34893948-34894902	0	0	0	0	0	0	0	0
chr14-35664629-35668083	0	0	0	1	0	0	0	0
chr14-35808634-35813052	0	0	0	0	0	0	0	0
chr14-36611165-36617406	0	0	0	0	0	0	0	0
chr14-36762001-36767644	0	0	0	0	0	0	0	0
chr14-36967722-36971640	0	0	0	0	0	0	0	0
chr14-37044519-37050347	0	0	0	0	0	0	0	0
chr14-37054343-37056725	0	0	0	0	0	0	0	0
chr14-37067476-37071126	0	0	0	0	0	0	0	0
chr14-37097900-37099769	0	0	0	0	0	0	0	0
chr14-37222970-37226446	0	0	0	0	0	0	0	0
chr14-37433034-37438494	0	0	0	0	0	0	0	0
chr14-38376217-38382236	0	0	0	0	0	0	0	0
chr14-39471588-39475401	0	0	0	0	0	0	0	0
chr14-40211747-40215670	0	0	0	0	0	0	0	0
chr14-40404552-40410523	0	1	0	0	0	0	0	0
chr14-40889396-40893536	0	1	0	0	1	0	0	0
chr14-40958752-40967638	0	1	0	0	0	0	0	0
chr14-41012372-41019910	0	1	0	0	0	0	0	0
chr14-41066263-41070424	0	0	0	0	0	0	0	0
chr14-41072511-41075685	0	0	0	0	0	0	0	0
chr14-41101914-41106206	0	0	0	0	0	0	0	0
chr14-41130381-41134003	0	0	0	0	0	0	0	0
chr14-41147547-41155253	0	0	0	0	0	0	0	0
chr14-41184221-41190042	0	0	0	0	0	0	0	0
chr14-44856480-44860588	0	0	0	0	0	0	0	0
chr14-44984380-44991893	0	0	0	0	0	0	0	0
chr14-45004428-45015528	0	0	0	0	0	0	0	0
chr14-45217626-45220873	0	0	0	0	0	0	0	0
chr14-45317950-45321213	0	0	1	0	0	0	0	0
chr14-45326251-45335542	0	0	0	0	0	0	0	0
chr14-45348927-45351975	0	0	0	0	0	0	0	0
chr14-45403767-45418859	0	2	1	1	1	0	1	1
chr14-45527658-45530675	0	0	0	0	1	0	0	0
chr14-45559447-45573488	0	0	0	0	0	0	0	0
chr14-45586734-45591109	0	4	0	0	0	0	1	0
chr14-45651591-45667716	0	3	0	0	0	0	1	0
chr14-46378200-46380389	0	0	0	0	0	0	0	0
chr14-46380390-46387695	0	0	0	0	0	0	0	0
chr14-46387696-46393383	0	0	0	0	0	0	0	0
chr14-46758345-46761105	0	0	0	0	0	0	0	0
chr14-46785976-46790133	0	0	0	0	0	0	0	0
chr14-46817612-46826091	0	0	0	0	0	0	0	0
chr14-46831282-46834148	0	0	0	0	0	0	0	0
chr14-46880747-46886337	0	0	0	0	0	0	0	0
chr14-47111051-47117282	0	0	0	0	0	0	0	0
chr14-47185420-47189570	0	0	0	0	0	0	0	0
chr14-47266809-47272637	0	0	0	0	0	0	0	0
chr14-47276746-47277805	0	0	0	0	0	0	0	0
chr14-47297651-47298864	0	0	0	0	0	0	0	0
chr14-47367602-47367880	0	0	0	0	0	0	0	0
chr14-47414624-47420241	0	0	0	0	0	0	0	0
chr14-47467248-47475104	0	0	0	0	2	0	0	0
chr14-47564329-47572962	0	0	0	0	2	0	0	0
chr14-47661369-47664757	0	1	0	0	2	0	0	0
chr14-48076546-48082140	0	0	0	0	0	0	0	0
chr14-48118644-48122723	0	0	0	0	0	0	0	0
chr14-48195138-48199730	0	0	0	0	0	0	0	0
chr14-48360537-48365002	0	0	0	0	0	0	0	0
chr14-48445564-48452326	0	0	0	0	0	0	0	0
chr14-48650871-48655043	0	0	0	0	1	0	0	0
chr14-48666537-48670333	0	0	0	0	0	0	0	0
chr14-48766181-48779206	0	0	0	0	0	0	0	0
chr14-48996253-49002598	0	0	0	0	0	0	0	0
chr14-49054015-49070679	0	0	0	0	0	0	0	0
chr14-49172178-49175060	0	0	0	0	0	0	0	0
chr14-49241400-49259517	0	0	0	0	1	0	0	0
chr14-49314162-49316525	0	0	0	0	1	0	0	0
chr14-49520166-49521979	0	0	0	0	0	0	0	0
chr14-49525092-49527506	0	0	0	0	0	0	0	0
chr14-49572215-49580635	0	0	0	0	0	0	0	0
chr14-49782891-49785854	0	0	0	1	0	0	0	1
chr14-49785855-49791567	0	0	0	0	0	0	0	0
chr14-49901518-49906480	0	0	0	0	0	0	0	0
chr14-50083479-50086132	0	1	0	0	0	0	0	0
chr14-50123728-50128496	0	0	0	0	0	0	0	0
chr14-50140078-50142674	0	0	0	0	0	0	0	0
chr14-50143123-50160847	0	0	0	0	0	0	0	0
chr14-50182684-50190751	0	0	0	0	0	0	0	0
chr14-50236411-50239282	0	0	0	0	0	0	0	0
chr14-50279882-50284310	0	0	0	0	0	0	0	0
chr14-50296845-50301828	0	0	0	0	0	0	0	0
chr14-50342483-50350477	0	0	0	0	0	0	0	0
chr14-50358414-50361612	0	0	0	0	0	0	0	0
chr14-50389797-50396099	0	0	0	0	0	0	0	0
chr14-50409202-50414784	0	0	0	0	0	0	0	0
chr14-50446662-50453879	0	0	0	0	0	0	0	0
chr14-50484276-50486285	0	0	0	0	0	0	0	0
chr14-50617491-50629185	0	0	0	0	0	0	0	0
chr14-50640844-50643037	0	0	0	0	0	0	0	0
chr14-50680135-50683486	0	0	0	0	0	0	0	0
chr14-50727651-50735676	0	0	0	0	0	0	0	0
chr14-50742731-50745452	0	0	0	0	0	0	0	0
chr14-50765022-50770790	0	0	0	0	0	0	0	0
chr14-50780939-50787884	0	0	0	0	0	0	0	0
chr14-50794480-50802327	0	0	0	0	0	0	0	0
chr14-50869950-50872879	0	1	0	0	0	0	0	0
chr14-50891688-50893486	0	2	0	0	0	0	0	0
chr14-50895875-50898212	0	3	0	0	0	0	0	0
chr14-50917953-50920374	0	0	0	0	0	0	0	0
chr14-50996919-51008285	0	3	0	0	1	0	0	0
chr14-51039449-51043863	0	2	0	0	1	0	0	0
chr14-51046502-51053398	0	3	0	0	1	0	0	0
chr14-51053399-51059649	0	3	0	0	1	0	0	0
chr14-51070483-51078878	0	3	0	0	1	0	0	0
chr14-51081322-51092152	0	0	0	0	0	0	0	0
chr14-51114159-51123307	0	1	0	0	0	0	0	0
chr14-51123308-51130957	0	1	0	0	0	0	0	0
chr14-51144448-51161927	0	1	0	0	0	0	0	0
chr14-51796573-51807277	0	0	0	0	0	0	0	0
chr14-51888825-51894378	0	0	0	0	0	0	0	0
chr14-51912882-51924331	0	0	0	0	0	0	0	0
chr14-51983184-51988008	0	0	0	0	0	0	0	0
chr14-52011403-52021600	0	0	0	0	0	0	0	0
chr14-52028033-52051493	0	0	0	0	0	0	0	0
chr14-52103480-52104494	0	0	0	0	0	0	0	0
chr14-52109101-52111658	0	0	0	0	0	0	0	0
chr14-52195920-52201042	0	0	0	0	0	0	0	0
chr14-52208190-52212886	0	0	0	0	0	0	0	0
chr14-52229457-52238403	0	0	0	0	0	0	0	0
chr14-52273738-52278031	0	0	0	0	0	0	0	0
chr14-52278032-52282789	0	0	0	0	0	0	0	0
chr14-52304717-52308480	0	0	0	0	0	0	0	0
chr14-52326647-52331861	0	0	0	0	0	0	0	0
chr14-52340030-52346860	0	0	0	0	0	0	0	0
chr14-52348580-52351057	0	0	0	0	0	0	0	0
chr14-52388421-52392571	0	0	0	0	0	0	0	0
chr14-52407395-52411870	0	0	0	0	0	0	0	0
chr14-52447003-52452698	0	0	0	0	0	0	0	0
chr14-52492435-52498863	0	0	0	0	0	0	0	0
chr14-53794191-53798588	0	0	0	0	0	0	0	0
chr14-54250080-54258875	0	1	0	0	1	0	0	0
chr14-54258876-54259518	0	1	0	0	1	0	0	0
chr14-54281871-54283335	0	2	0	0	0	0	1	0
chr14-54359944-54366972	0	0	0	0	1	0	0	0
chr14-54410925-54421766	0	0	0	0	1	0	0	0
chr14-54421767-54428640	0	0	0	0	0	0	0	0
chr14-54428641-54437523	0	0	0	0	0	0	0	0
chr14-54437524-54440054	0	0	0	0	1	0	0	0
chr14-54445380-54452640	0	0	0	0	0	0	0	0
chr14-54457644-54466864	0	0	0	0	1	0	0	0
chr14-54472968-54476426	0	0	0	0	0	0	0	0
chr14-54516164-54520801	0	0	0	0	0	0	0	0
chr14-54553505-54554513	0	0	0	0	0	0	0	0
chr14-54573565-54581384	0	0	0	0	0	0	0	0
chr14-54604569-54609340	0	0	0	0	0	0	0	0
chr14-54614880-54625192	0	0	0	0	0	0	0	0
chr14-54625193-54626108	0	0	0	0	0	0	0	0
chr14-54628722-54633586	0	0	0	0	0	0	0	0
chr14-54633587-54643494	0	0	0	0	0	0	0	0
chr14-54650410-54651311	0	0	0	0	0	0	0	0
chr14-54679697-54696709	0	0	0	0	0	0	0	0
chr14-54711076-54714562	0	0	0	0	0	0	0	0
chr14-54772536-54783388	0	0	0	0	0	0	0	0
chr14-54813915-54822686	0	0	0	0	0	0	0	0
chr14-54863397-54882188	0	0	0	0	0	0	0	0
chr14-54882809-54883694	0	0	0	0	0	0	0	0
chr14-54890389-54892728	0	0	0	0	0	0	0	0
chr14-54908509-54915466	0	0	0	0	0	0	0	0
chr14-54926320-54927044	0	0	0	0	0	0	0	0
chr14-54930915-54934246	0	0	0	0	0	0	0	0
chr14-54949075-54952597	0	0	0	0	0	0	0	0
chr14-54956259-54975761	0	0	0	0	0	0	0	0
chr14-54975762-54976372	0	0	0	0	0	0	0	0
chr14-54976373-54980879	0	0	0	0	0	0	0	0
chr14-54993171-54995688	0	0	0	0	0	0	0	0
chr14-55009618-55021783	0	0	0	0	0	0	0	0
chr14-55032305-55041966	0	0	0	0	0	0	0	0
chr14-55087635-55093355	0	0	0	0	0	0	0	0
chr14-55093356-55096634	0	0	0	0	0	0	0	0
chr14-55105558-55109606	0	0	0	0	0	0	0	0
chr14-55111623-55120223	0	0	0	0	0	0	0	0
chr14-55158058-55162564	0	0	0	0	0	0	0	0
chr14-55212955-55224213	0	0	0	0	0	0	0	0
chr14-55417494-55422318	0	0	0	0	0	0	0	0
chr14-55478541-55486259	0	0	0	0	0	0	0	0
chr14-55486260-55497440	0	0	0	0	0	0	0	0
chr14-55509761-55510931	0	0	0	0	0	0	0	0
chr14-55524528-55526410	0	0	0	0	0	0	0	0
chr14-55537744-55541385	0	0	0	0	0	0	0	0
chr14-55552806-55562425	0	0	0	0	0	0	0	0
chr14-55574937-55586554	0	0	0	0	0	0	0	0
chr14-55589362-55592732	0	0	0	0	0	0	0	0
chr14-55602655-55606691	0	0	0	0	0	0	0	0
chr14-55613378-55623374	0	0	0	0	0	0	0	0
chr14-55632481-55644893	0	0	0	0	0	0	0	0
chr14-55650061-55655950	0	0	0	0	0	0	0	0
chr14-55660355-55663407	0	0	0	0	0	0	0	0
chr14-55671440-55672852	0	0	0	0	0	0	0	0
chr14-55681070-55692430	0	0	0	0	0	0	0	0
chr14-55709108-55715860	0	0	0	0	0	0	0	0
chr14-55721549-55723364	0	0	0	0	0	0	0	0
chr14-55738899-55747349	0	0	0	0	0	0	0	0
chr14-55764533-55778819	0	0	0	0	0	0	0	0
chr14-55783800-55790199	0	0	0	0	0	0	0	0
chr14-55823410-55827862	0	0	0	0	0	0	0	0
chr14-55847229-55855782	0	0	0	0	0	0	0	0
chr14-55882705-55890414	0	0	0	0	0	0	0	0
chr14-55896899-55904225	0	0	0	0	0	0	0	0
chr14-55944415-55947674	0	0	0	0	0	0	0	0
chr14-55947675-55952456	0	0	0	0	0	0	0	0
chr14-56016699-56020209	0	0	0	0	0	0	0	0
chr14-56024710-56036073	0	0	0	0	0	0	0	0
chr14-56038804-56045235	0	0	0	0	0	0	0	0
chr14-56058155-56064705	0	0	0	0	0	0	0	0
chr14-56084526-56091326	0	0	0	0	0	0	0	0
chr14-56098737-56102581	0	0	0	0	0	0	0	0
chr14-56173426-56177179	0	0	0	0	0	0	0	0
chr14-56205480-56212904	0	0	0	0	0	0	0	0
chr14-56229118-56237191	0	0	0	0	0	0	0	0
chr14-56239557-56245628	0	0	0	0	0	0	0	0
chr14-56362192-56369191	0	0	0	0	0	0	0	0
chr14-56398121-56404680	0	0	0	0	0	0	0	0
chr14-56571455-56575271	0	1	0	0	0	0	0	0
chr14-56575272-56582120	0	1	0	0	0	0	0	0
chr14-56620380-56620987	0	0	0	0	0	0	0	0
chr14-56666137-56669062	0	0	0	0	0	0	0	0
chr14-56777011-56792365	0	0	0	0	0	0	0	0
chr14-56810250-56813808	0	1	0	0	0	0	0	0
chr14-56850529-56853726	0	0	0	0	0	0	0	0
chr14-56881689-56896720	0	1	0	0	0	0	0	0
chr14-57054689-57058787	0	0	0	0	0	0	0	0
chr14-57101213-57105129	0	1	0	0	0	0	1	0
chr14-57113210-57116306	0	1	0	0	0	0	1	0
chr14-57129081-57139277	0	1	0	0	0	0	1	0
chr14-57329393-57334222	0	0	0	0	0	0	0	0
chr14-57394781-57404510	0	0	0	0	0	0	0	0
chr14-57422135-57424488	0	0	0	0	0	0	0	0
chr14-57510283-57513988	0	0	0	0	0	0	0	0
chr14-57522999-57528865	0	0	0	0	0	0	0	0
chr14-57564057-57572265	0	0	0	0	0	0	0	0
chr14-57660180-57671579	1	0	0	0	0	0	0	0
chr14-57695199-57706503	1	0	0	0	0	0	0	0
chr14-57751944-57759437	0	0	0	0	0	0	0	0
chr14-57793156-57799504	0	0	0	0	0	0	0	0
chr14-57819327-57826436	1	0	0	0	0	0	0	0
chr14-57827156-57836793	1	0	0	0	0	0	0	0
chr14-57889829-57896753	1	0	0	0	0	0	0	0
chr14-57998124-58000969	0	0	0	0	0	0	0	0
chr14-58068162-58073709	0	0	0	0	0	0	0	0
chr14-58647277-58651158	0	0	0	0	1	0	0	0
chr14-58891371-58894288	0	0	0	0	0	0	0	0
chr14-59139095-59143503	0	0	0	0	0	0	0	0
chr14-59200793-59204602	0	0	0	0	1	0	0	0
chr14-59364589-59370378	0	0	0	0	0	0	0	0
chr14-59394578-59396082	0	2	0	0	0	0	0	0
chr14-59439866-59441928	0	2	0	0	0	0	0	0
chr14-59597066-59598602	0	0	0	0	0	0	0	0
chr14-59620376-59625846	0	0	0	0	0	0	0	0
chr14-60085841-60087693	0	0	0	0	0	0	0	0
chr14-60196991-60197331	0	0	0	0	0	0	0	0
chr14-60227404-60229653	0	1	0	0	0	0	0	0
chr14-60250626-60253208	0	1	0	0	0	0	0	0
chr14-60264978-60273789	0	1	0	0	0	0	0	0
chr14-60377565-60379368	0	0	0	0	0	0	0	0
chr14-60633752-60644066	0	0	0	0	0	0	0	0
chr14-60759672-60768725	0	0	0	0	0	0	0	0
chr14-60783403-60785805	0	0	0	0	0	0	0	0
chr14-61045477-61046900	0	0	0	0	0	0	0	0
chr14-61137812-61141303	0	0	0	0	0	0	0	0
chr14-61256379-61263353	0	0	0	0	0	0	0	0
chr14-61309532-61309874	0	0	0	0	0	0	0	0
chr14-61341990-61349134	0	0	0	0	0	0	0	0
chr14-61359596-61365796	0	0	0	0	0	0	0	0
chr14-61439090-61441019	0	0	0	0	0	0	0	0
chr14-61556241-61558854	0	0	0	0	0	0	0	0
chr14-61597622-61599860	0	0	0	0	0	0	0	0
chr14-61605592-61621607	0	0	0	0	0	0	0	0
chr14-61629644-61632481	0	0	0	0	0	0	0	0
chr14-61751175-61755032	0	0	0	0	0	0	0	0
chr14-62275697-62295750	0	0	0	0	0	0	0	0
chr14-62454843-62456312	0	0	0	0	0	0	0	0
chr14-62520838-62524884	0	0	0	0	0	0	0	0
chr14-62554153-62559535	0	0	0	0	0	0	0	0
chr14-62658025-62663860	0	0	0	0	0	0	0	0
chr14-62667633-62670563	0	0	0	0	0	0	0	0
chr14-62758705-62763003	0	0	0	0	0	0	0	0
chr14-62837499-62840048	0	0	0	1	0	0	0	1
chr14-62983045-62996594	0	0	0	0	0	0	0	0
chr14-62998002-62998609	0	0	0	0	0	0	0	0
chr14-63004199-63011877	0	0	0	0	0	0	0	0
chr14-63046439-63048560	0	0	0	0	0	0	0	0
chr14-63048561-63051083	0	0	0	0	0	0	0	0
chr14-63098294-63105687	0	0	0	0	0	0	0	0
chr14-63114013-63128738	0	0	0	0	0	0	0	0
chr14-63177446-63180254	0	0	0	0	0	0	0	0
chr14-63188004-63196678	0	0	0	0	0	0	0	0
chr14-63271604-63277887	0	0	0	0	0	0	0	0
chr14-63406664-63425207	0	0	0	0	0	0	0	0
chr14-63425208-63444460	0	0	0	0	0	0	0	0
chr14-63491737-63498231	0	0	0	0	0	0	0	0
chr14-63500231-63510659	0	0	0	0	0	0	0	0
chr14-63540973-63548141	0	0	0	0	0	0	0	0
chr14-63605480-63608035	0	0	0	0	0	0	0	0
chr14-63726373-63730364	0	0	0	1	0	0	0	1
chr14-63856966-63862230	0	0	0	0	0	0	0	0
chr14-63940467-63945495	0	0	0	0	0	0	0	0
chr14-63986652-63989169	0	0	0	0	0	0	0	0
chr14-63989408-63996967	0	0	0	0	0	0	0	0
chr14-64082361-64086349	0	0	0	0	0	0	0	0
chr14-64086979-64095199	0	0	0	0	0	0	0	0
chr14-64102917-64115447	0	0	0	0	0	0	0	0
chr14-64453678-64456668	0	0	0	0	0	0	0	0
chr14-64590278-64591304	0	0	0	0	1	0	0	0
chr14-64648210-64653588	0	0	0	0	3	0	0	0
chr14-64753067-64753967	0	0	0	0	2	0	0	0
chr14-64948330-64951030	0	0	0	0	0	0	0	0
chr14-65096650-65100643	0	0	0	0	0	0	0	0
chr14-65259830-65264595	0	0	0	0	0	1	0	0
chr14-65264596-65266845	0	0	0	0	0	1	0	0
chr14-65356353-65359676	0	0	0	0	0	1	0	0
chr14-65423888-65426924	0	0	0	0	0	0	0	0
chr14-65589172-65605972	0	0	0	0	0	1	0	0
chr14-65655826-65666635	0	1	0	0	0	1	0	0
chr14-65803238-65808300	0	0	0	0	0	0	0	0
chr14-65833882-65835856	0	0	0	0	0	0	0	0
chr14-65835857-65837412	0	0	0	0	0	1	0	0
chr14-65950932-65957072	0	0	0	0	0	0	0	0
chr14-65965508-65974666	0	0	0	0	0	0	0	0
chr14-66003199-66010520	0	0	0	0	0	0	0	0
chr14-66073302-66077848	0	0	0	0	0	0	0	0
chr14-66119110-66125874	0	0	0	0	0	0	0	0
chr14-66136797-66141663	0	0	0	0	0	0	0	0
chr14-66280777-66299003	0	0	0	0	0	0	0	0
chr14-66341201-66344990	0	0	0	0	0	0	0	0
chr14-66632512-66640213	0	0	0	0	0	0	0	0
chr14-66784040-66785036	0	0	0	0	0	0	0	0
chr14-66864956-66872058	0	0	0	0	0	0	0	0
chr14-66905942-66919169	0	0	0	0	0	0	0	0
chr14-66931055-66937806	0	0	0	0	0	0	0	0
chr14-66965440-66973481	0	0	0	0	0	0	0	0
chr14-67005133-67014953	0	0	0	0	0	0	0	0
chr14-67064272-67075356	0	0	0	0	0	0	0	0
chr14-67231785-67233322	0	0	0	0	0	0	0	0
chr14-67273887-67281534	0	0	0	0	0	0	0	0
chr14-67314644-67316240	0	0	0	0	0	0	0	0
chr14-67715380-67725033	0	0	0	0	0	0	0	0
chr14-67741805-67749377	0	0	0	0	1	0	0	0
chr14-67927329-67935785	0	0	0	0	1	1	0	0
chr14-68082263-68088655	0	0	0	0	1	0	0	0
chr14-68121455-68129340	0	0	0	0	1	0	0	0
chr14-68162032-68169545	0	0	0	0	0	0	0	0
chr14-68532599-68536451	0	0	0	0	0	0	0	0
chr14-68580365-68590382	0	0	0	0	0	0	0	0
chr14-68652846-68656328	0	0	2	0	0	0	0	0
chr14-69018892-69029281	0	0	0	0	0	0	0	0
chr14-69170200-69180893	0	0	0	0	0	0	0	0
chr14-69186177-69195463	0	0	0	0	0	0	0	0
chr14-69713086-69718942	0	0	0	0	0	0	0	0
chr14-69729719-69735133	0	0	0	0	0	0	0	0
chr14-69766252-69787203	0	0	0	0	0	0	0	0
chr14-69807410-69814136	0	0	0	0	0	0	0	0
chr14-69838592-69844974	0	0	0	0	0	0	0	0
chr14-70074727-70083001	0	0	0	0	0	0	0	0
chr14-70099850-70101289	0	0	0	0	0	0	0	0
chr14-70152847-70154444	0	0	0	0	0	0	0	0
