target.ID	ESC_REDE	ESC_noclass	TSC_REDE	TSC_noclass	ESC_NEDE	TSC_NEDE	ESC_NonEnh	TSC_NonEnh
chr10-68152913-68157574	0	0	0	0	1	0	0	0
chr10-68252593-68277850	0	0	0	0	0	1	0	0
chr10-69853186-69859709	0	0	0	0	1	0	0	0
chr10-70317111-70326267	1	0	0	0	0	0	0	0
chr10-70326268-70329434	0	1	0	0	0	0	0	0
chr10-70706125-70713490	0	1	0	0	0	0	0	0
chr10-70842218-70848863	0	1	0	0	0	0	0	0
chr10-74921551-74924743	0	1	0	0	0	0	0	0
chr10-74948991-74953855	0	0	0	0	1	0	0	0
chr10-75465626-75489459	0	0	1	0	0	0	0	0
chr10-75672341-75680075	0	0	0	0	1	0	0	0
chr10-75843922-75849347	0	1	0	0	0	0	0	0
chr10-76005364-76012555	0	1	0	0	0	0	0	0
chr10-76012556-76022061	0	1	1	0	0	0	1	0
chr10-76042366-76051901	0	1	0	0	0	0	0	0
chr10-7607857-7612408	1	0	0	0	0	0	0	0
chr10-7615317-7623973	1	3	0	0	0	0	0	0
chr10-76260206-76274235	0	1	0	0	0	0	0	0
chr10-76902836-76903074	0	0	0	0	0	1	0	0
chr10-77117362-77141524	0	0	0	0	1	0	0	0
chr10-77185425-77205148	0	0	0	0	2	0	0	0
chr10-77569607-77572846	0	0	0	0	1	0	0	0
chr10-77602852-77605302	1	0	0	0	0	0	0	0
chr10-77740155-77745616	0	1	0	0	0	0	1	0
chr10-77863541-77876082	0	1	0	0	0	0	0	0
chr10-78310437-78315489	0	0	0	0	1	0	0	0
chr10-78358725-78381907	0	0	0	1	1	0	0	0
chr10-78494613-78506452	0	0	0	2	0	0	0	2
chr10-7861984-7872162	0	1	0	0	0	0	0	0
chr10-7872163-7875437	0	0	0	1	0	0	0	0
chr10-78756000-78760550	0	1	0	0	0	0	0	0
chr10-79301755-79309820	0	1	0	0	0	0	1	0
chr10-79671567-79677025	0	0	0	0	1	0	0	0
chr10-8111852-8116884	1	0	0	0	0	0	0	0
chr10-81411164-81415371	0	0	0	0	1	0	0	0
chr10-82257218-82261414	0	1	0	0	0	0	0	0
chr10-82270391-82283487	0	1	0	0	0	0	1	0
chr10-82895030-82903519	0	0	0	0	1	0	0	0
chr10-83066312-83072732	0	0	0	0	0	1	0	0
chr10-83374905-83377839	0	1	1	0	0	0	0	0
chr10-83383434-83387726	0	0	0	2	0	0	0	2
chr10-84369573-84383418	0	0	0	0	1	0	0	0
chr10-84860129-84876042	0	0	0	0	1	0	0	0
chr10-84987371-84990427	0	0	0	0	1	0	0	0
chr10-85069144-85073201	1	0	0	0	0	0	0	0
chr10-8637776-8641742	0	1	0	0	0	0	1	0
chr10-86421459-86437574	0	1	0	0	0	0	0	0
chr10-86868549-86879726	0	0	0	2	0	0	0	0
chr10-87926567-87928065	0	0	0	0	1	0	0	0
chr10-87966672-87972191	0	1	0	0	0	0	0	0
chr10-88010117-88013553	0	0	1	2	0	0	0	2
chr10-88707830-88724138	0	0	0	0	1	0	0	0
chr10-91205667-91214962	0	1	0	0	0	0	0	0
chr10-93411476-93424066	0	0	0	0	1	0	0	0
chr10-93786825-93808615	0	0	0	1	0	0	0	1
chr10-95252207-95258676	0	0	0	0	1	0	0	0
chr10-95327287-95331473	0	1	0	0	0	0	0	0
chr10-95564843-95565877	0	0	0	0	1	0	0	0
chr10-95623773-95626655	0	0	0	0	1	0	0	0
chr10-95714480-95721217	1	0	0	0	1	0	0	0
chr10-96606757-96610162	0	0	0	0	1	0	0	0
chr10-96658706-96664988	0	0	0	0	1	0	0	0
chr10-99466613-99471453	0	1	0	0	0	0	0	0
chr10-99976133-99981997	0	1	0	0	0	0	0	0
chr11-100221887-100230635	0	0	0	0	0	1	0	0
chr11-100231116-100231745	0	0	1	0	0	0	0	0
chr11-100270428-100272151	0	0	0	0	1	0	0	0
chr11-100272152-100282159	0	0	0	0	1	0	0	0
chr11-100311914-100318351	0	0	0	0	1	0	0	0
chr11-100678643-100685780	0	0	0	0	1	0	0	0
chr11-101399070-101403930	0	2	0	0	0	0	1	0
chr11-101567017-101568715	0	0	0	0	1	0	0	0
chr11-101622555-101626122	0	1	0	0	0	0	0	0
chr11-102329326-102332895	0	0	0	0	1	0	0	0
chr11-103089358-103099514	0	0	0	0	1	0	0	0
chr11-103292211-103299475	0	0	0	0	1	0	0	0
chr11-103473161-103482897	0	1	0	0	0	0	1	0
chr11-103483923-103487027	0	1	0	0	0	0	1	0
chr11-103828556-103832658	0	0	0	0	1	0	0	0
chr11-104005781-104008050	0	0	0	0	1	0	0	0
chr11-104012460-104032032	0	2	0	0	0	0	0	0
chr11-104954594-104957314	0	1	0	0	0	0	0	0
chr11-104971699-104979486	0	1	0	0	0	0	0	0
chr11-105285546-105286099	0	0	0	0	1	0	0	0
chr11-105992858-105994755	0	1	0	0	0	0	1	0
chr11-106623092-106640124	0	2	0	0	0	0	0	0
chr11-106640125-106647860	0	1	0	0	0	0	0	0
chr11-106661953-106679859	0	0	0	0	3	0	0	0
chr11-106698077-106705191	0	0	0	0	1	0	0	0
chr11-107196835-107214547	0	0	0	0	1	0	0	0
chr11-107354996-107360664	0	0	0	0	1	0	0	0
chr11-108910118-108912847	0	0	0	0	1	0	0	0
chr11-109782953-109793300	0	1	0	0	0	0	1	0
chr11-109898509-109903159	0	1	0	0	0	0	0	0
chr11-109985451-109992797	0	0	1	0	0	0	0	0
chr11-110356137-110368697	0	1	0	0	0	0	0	0
chr11-111080308-111089737	0	0	0	0	1	0	0	0
chr11-113759980-113766952	0	0	0	0	1	0	0	0
chr11-114205261-114213566	0	2	0	0	0	0	0	0
chr11-114690918-114696352	0	0	0	0	1	0	0	0
chr11-114868147-114877651	0	0	0	0	1	0	0	0
chr11-114952648-114962418	0	1	0	0	0	0	1	0
chr11-114994345-115001454	0	0	1	0	0	0	0	0
chr11-115173942-115178574	0	0	0	0	1	0	0	0
chr11-115955259-115958063	0	0	0	0	1	0	0	0
chr11-116103095-116111182	0	0	0	0	1	0	0	0
chr11-11632539-11641293	0	1	0	0	0	0	0	0
chr11-116416608-116424419	0	1	0	0	0	0	0	0
chr11-116424420-116432532	0	0	0	0	1	0	0	0
chr11-116865167-116877859	0	1	0	0	0	0	1	0
chr11-117345302-117346575	0	0	0	0	1	0	0	0
chr11-117544521-117549366	0	0	0	0	1	0	0	0
chr11-117596354-117600481	0	0	0	0	1	0	0	0
chr11-117600482-117604854	0	0	0	0	1	0	0	0
chr11-118007591-118020078	0	0	0	0	1	0	0	0
chr11-118302902-118305637	0	1	0	0	0	0	0	0
chr11-118308188-118311507	0	1	0	0	0	0	0	0
chr11-11939983-11945742	0	0	0	0	1	0	0	0
chr11-119756127-119765487	0	1	0	0	0	0	0	0
chr11-120072376-120082606	0	0	0	0	1	0	0	0
chr11-120700383-120705684	0	0	0	0	1	0	0	0
chr11-120760270-120774299	0	0	1	0	0	0	0	0
chr11-121033395-121035878	0	1	0	0	0	0	0	0
chr11-121649786-121659705	0	0	0	0	0	1	0	0
chr11-12521005-12527893	0	0	0	1	0	0	0	0
chr11-12539089-12545732	0	0	0	1	0	0	0	0
chr11-15215986-15222445	0	1	0	0	0	0	0	0
chr11-16240684-16246032	0	0	1	0	0	0	0	0
chr11-16605261-16612011	1	0	0	0	0	0	0	0
chr11-16667443-16682389	0	1	0	0	0	0	0	0
chr11-16836474-16845209	0	0	0	0	0	1	0	0
chr11-17900071-17902097	0	1	0	0	0	0	0	0
chr11-18898279-18899736	0	0	0	0	0	1	0	0
chr11-18945653-18952664	0	0	0	0	1	0	0	0
chr11-19744590-19749488	0	0	0	0	2	0	0	0
chr11-19983103-19988129	0	0	0	0	1	0	0	0
chr11-20039137-20049084	0	0	0	0	1	0	0	0
chr11-20059183-20066347	0	0	0	0	2	0	0	0
chr11-20142607-20146511	1	0	0	0	0	0	0	0
chr11-20150082-20155441	0	1	0	0	0	0	0	0
chr11-20157088-20159349	0	1	0	0	0	0	0	0
chr11-20216764-20225630	0	0	0	0	1	0	0	0
chr11-20225631-20232616	0	0	0	0	1	0	0	0
chr11-20241625-20248553	0	0	0	0	1	0	0	0
chr11-20382621-20390486	0	1	0	0	0	0	0	0
chr11-20393495-20396220	0	1	0	0	0	0	0	0
chr11-20750898-20753350	0	1	0	0	0	0	0	0
chr11-20770476-20775564	0	1	0	0	0	0	0	0
chr11-20816120-20820572	0	1	0	0	0	0	1	0
chr11-20963159-20971704	0	1	0	0	0	0	0	0
chr11-20974223-20977853	0	1	0	0	0	0	0	0
chr11-20977854-20985085	0	0	0	1	0	0	0	0
chr11-21207282-21209221	0	1	0	0	0	0	0	0
chr11-21253597-21262035	0	0	0	1	0	0	0	0
chr11-21629214-21632368	0	2	0	0	0	0	0	0
chr11-22518073-22521019	0	1	0	0	0	0	0	0
chr11-22526218-22533507	0	1	0	0	0	0	0	0
chr11-22593734-22603045	0	0	0	0	1	0	0	0
chr11-22724346-22732448	0	0	0	1	0	0	0	0
chr11-22743634-22747748	0	1	0	0	0	0	0	0
chr11-22774718-22795722	0	1	0	0	0	0	0	0
chr11-22848784-22856039	0	0	0	0	1	0	0	0
chr11-23111527-23117765	0	1	0	0	0	0	0	0
chr11-23514181-23515531	0	2	0	0	0	0	0	0
chr11-23951755-23968757	0	1	0	0	0	0	0	0
chr11-26305669-26309000	0	0	0	0	1	0	0	0
chr11-27092781-27104475	0	1	0	0	0	0	1	0
chr11-28267472-28274440	0	2	0	0	0	0	0	0
chr11-28274441-28280809	0	1	0	0	0	0	0	0
chr11-29351210-29355954	0	1	0	0	0	0	1	0
chr11-29633486-29642175	0	0	0	0	1	0	0	0
chr11-29796842-29797569	0	1	0	0	0	0	0	0
chr11-29829776-29835536	0	0	1	0	0	0	0	0
chr11-29877850-29882989	0	1	0	0	0	0	0	0
chr11-30185928-30187609	0	0	0	0	1	0	0	0
chr11-30189570-30190546	0	0	0	0	0	1	0	0
chr11-30337849-30339689	0	1	0	0	0	0	0	0
chr11-30444414-30446915	0	0	1	0	0	0	0	0
chr11-30482920-30493472	1	0	0	0	0	0	0	0
chr11-30493473-30498658	0	1	0	0	0	0	0	0
chr11-30754298-30755872	0	1	0	0	0	0	0	0
chr11-30760241-30763545	0	1	0	0	0	0	0	0
chr11-31244262-31253933	0	1	0	0	0	0	1	0
chr11-31979577-31980329	0	1	0	0	0	0	0	0
chr11-31982259-31987949	0	1	0	0	0	0	0	0
chr11-32093034-32108180	0	1	0	0	0	0	0	0
chr11-32382542-32384676	0	0	0	0	1	0	0	0
chr11-33098072-33109347	0	1	0	0	0	0	0	0
chr11-33495220-33504601	0	0	2	0	0	0	0	0
chr11-33522712-33529094	0	0	1	0	1	0	0	0
chr11-33542990-33555463	0	0	0	0	1	0	0	0
chr11-34041366-34045654	0	0	1	0	0	0	0	0
chr11-34111305-34111651	0	0	0	0	0	1	0	0
chr11-34111820-34116304	0	0	0	0	1	0	0	0
chr11-34731079-34740987	0	0	0	0	1	0	0	0
chr11-35414395-35426120	0	0	0	0	2	0	0	0
chr11-3945375-3947182	0	1	0	0	0	0	0	0
chr11-3955038-3957578	0	1	0	0	0	0	0	0
chr11-39807776-39809646	0	1	0	0	0	0	0	0
chr11-40048777-40053575	0	0	0	0	1	0	0	0
chr11-40763245-40771549	0	1	0	0	0	0	0	0
chr11-40829456-40833558	0	0	0	1	0	0	0	0
chr11-4452425-4455987	0	1	0	0	0	0	0	0
chr11-44746021-44749865	0	0	0	0	1	0	0	0
chr11-45885276-45886612	0	0	0	0	1	0	0	0
chr11-45956366-45965323	0	1	0	0	0	0	1	0
chr11-46019707-46025435	0	0	0	0	1	0	0	0
chr11-46058187-46063040	0	0	0	0	1	0	0	0
chr11-4643535-4644938	0	0	0	0	1	0	0	0
chr11-46812738-46815271	0	1	0	0	0	0	0	0
chr11-46881399-46883031	0	0	0	1	0	0	0	0
chr11-48698200-48704070	0	1	0	0	0	0	0	0
chr11-50387408-50397469	0	0	0	0	1	0	0	0
chr11-5236561-5241854	0	0	0	0	1	0	0	0
chr11-53255353-53261570	0	0	0	0	1	0	0	0
chr11-53730927-53740365	0	1	0	0	0	0	0	0
chr11-53747174-53756476	0	1	0	0	0	0	0	0
chr11-53781472-53785761	0	0	0	0	1	0	0	0
chr11-53959828-53970482	0	0	0	1	0	0	0	0
chr11-54294008-54298255	0	0	0	1	0	0	0	0
chr11-54307947-54327613	0	0	0	0	1	0	0	0
chr11-54416445-54419009	0	0	1	0	0	0	0	0
chr11-54972742-54986716	0	0	0	0	1	0	0	0
chr11-54993441-55006814	0	0	0	0	1	0	0	0
chr11-55033777-55041232	0	0	0	1	0	0	0	0
chr11-55612652-55620906	0	1	0	0	0	0	0	0
chr11-55945749-55948849	0	0	0	0	1	0	0	0
chr11-5687352-5695283	0	1	0	0	0	0	0	0
chr11-5698280-5702288	0	1	0	0	0	0	0	0
chr11-57572257-57582844	0	0	0	3	0	0	0	1
chr11-58579752-58587705	0	1	0	0	0	0	1	0
chr11-5940943-5946867	0	0	0	0	1	0	0	0
chr11-59554547-59566141	0	1	0	0	0	0	0	0
chr11-59813022-59816366	0	0	0	0	1	0	0	0
chr11-60211267-60216992	0	0	0	0	1	0	0	0
chr11-61064137-61067197	0	0	0	1	0	0	0	1
chr11-61407994-61415314	0	1	0	0	0	0	0	0
chr11-6152768-6154768	0	0	0	0	1	0	0	0
chr11-61528158-61533579	0	0	0	0	1	0	0	0
chr11-6157103-6165978	0	0	0	0	1	0	0	0
chr11-6168482-6174618	0	0	0	0	0	1	0	0
chr11-62423416-62426179	0	0	0	0	1	0	0	0
chr11-63199202-63202546	0	0	0	0	1	0	0	0
chr11-6359980-6369524	0	1	0	0	0	0	0	0
chr11-63952149-63955694	0	0	0	0	1	0	0	0
chr11-64122526-64128180	0	0	0	0	0	1	0	0
chr11-6485414-6491647	0	0	0	0	1	0	0	0
chr11-65589847-65591601	0	1	0	0	0	0	0	0
chr11-66918507-66938217	0	0	0	0	1	0	0	0
chr11-67011473-67013967	0	1	0	0	0	0	0	0
chr11-6725028-6730341	0	1	0	0	0	0	1	0
chr11-67553858-67559480	0	0	0	0	0	1	0	0
chr11-67648662-67651457	0	0	0	0	1	0	0	0
chr11-6802759-6803824	0	1	0	0	0	0	0	0
chr11-6807956-6811845	0	1	0	0	0	0	0	0
chr11-68258477-68264379	0	0	0	0	1	0	0	0
chr11-6852946-6855843	0	1	0	0	0	0	1	0
chr11-68612907-68624338	0	1	0	0	0	0	0	0
chr11-69705517-69711182	1	0	0	0	0	0	0	0
chr11-70369013-70369928	0	0	0	1	0	0	0	0
chr11-72529155-72541165	0	0	0	0	1	0	0	0
chr11-73519208-73533723	1	0	0	0	0	0	0	0
chr11-73757864-73771271	0	1	0	0	0	0	0	0
chr11-73833297-73835827	0	1	0	0	0	0	0	0
chr11-74109622-74110799	0	1	0	0	0	0	0	0
chr11-74135238-74141683	0	1	0	0	0	0	1	0
chr11-74327007-74330118	0	1	0	0	0	0	0	0
chr11-74522165-74538121	0	0	0	0	1	0	0	0
chr11-76051626-76053507	0	1	0	0	0	0	1	0
chr11-76472675-76483919	0	0	0	0	1	1	0	0
chr11-77934181-77935276	0	0	0	0	1	0	0	0
chr11-78668696-78672777	0	0	0	0	1	0	0	0
chr11-78849602-78859668	0	1	0	0	0	0	0	0
chr11-78993871-78996546	0	0	0	1	0	0	0	0
chr11-79002395-79003060	0	0	0	0	1	0	0	0
chr11-79425634-79431699	0	1	0	0	0	0	0	0
chr11-79547861-79553212	0	1	0	0	0	0	0	0
chr11-79750663-79763984	0	0	0	0	1	0	0	0
chr11-82806621-82806798	0	0	0	0	0	1	0	0
chr11-83971602-83975724	0	0	0	0	1	0	0	0
chr11-84081844-84086483	0	0	0	0	1	0	0	0
chr11-84276182-84282537	0	0	0	0	1	0	0	0
chr11-8565900-8567371	0	0	0	0	1	0	0	0
chr11-8587874-8589768	0	0	0	0	1	0	0	0
chr11-85896914-85901562	0	0	0	0	1	0	0	0
chr11-8640804-8651445	0	0	0	0	1	0	0	0
chr11-86833413-86839674	0	0	0	0	1	0	0	0
chr11-86960406-86970631	0	0	0	0	1	0	0	0
chr11-88114534-88124683	0	0	0	0	1	0	0	0
chr11-88531459-88536996	0	0	0	0	1	0	0	0
chr11-88557546-88560957	0	0	0	0	1	0	0	0
chr11-88629644-88632160	0	0	0	0	1	0	0	0
chr11-88670025-88679470	0	0	0	0	1	0	0	0
chr11-88843468-88847532	0	0	0	0	1	0	0	0
chr11-88993704-88995451	1	0	0	0	0	0	0	0
chr11-89020847-89022376	0	0	0	0	1	0	0	0
chr11-89029110-89033303	0	2	0	0	0	0	0	0
chr11-91364272-91371662	0	1	0	0	0	0	0	0
chr11-9145321-9148128	0	1	0	0	0	0	0	0
chr11-9157885-9162015	0	1	0	0	0	0	0	0
chr11-91989303-91994330	0	0	0	1	0	0	0	0
chr11-93940194-93944098	0	0	0	0	0	1	0	0
chr11-94304353-94317950	0	0	0	0	0	1	0	0
chr11-95536048-95551571	0	0	0	0	1	0	0	0
chr11-97219164-97228856	0	0	0	0	1	0	0	0
chr11-97433190-97444385	0	0	0	0	1	0	0	0
chr11-97706386-97709169	0	2	0	0	0	0	2	0
chr11-97900423-97909728	0	0	0	0	1	0	0	0
chr11-98606797-98613546	0	2	0	0	0	0	2	0
chr11-98644604-98657469	0	2	0	0	0	0	2	0
chr12-100336982-100338517	0	0	0	0	1	0	0	0
chr12-100524950-100525910	0	0	0	0	0	1	0	0
chr12-100725819-100728947	0	1	0	0	0	0	0	0
chr12-100804386-100817876	0	0	1	0	0	0	0	0
chr12-101015017-101021394	0	0	0	0	1	0	0	0
chr12-102544503-102548329	0	0	0	0	1	0	0	0
chr12-102590220-102603808	0	0	0	0	2	0	0	0
chr12-104374813-104379125	0	1	0	0	0	0	0	0
chr12-104761659-104768736	0	0	0	0	1	0	0	0
chr12-104899658-104902649	0	0	0	0	1	0	0	0
chr12-104912554-104915990	0	0	0	0	1	0	0	0
chr12-105545260-105548707	0	0	0	0	1	0	0	0
chr12-105622630-105626278	0	0	0	0	1	0	0	0
chr12-106172461-106181039	0	0	0	0	1	0	0	0
chr12-108732312-108736220	0	1	0	0	0	0	0	0
chr12-110688105-110692121	0	0	0	0	1	0	0	0
chr12-112538956-112553242	0	1	0	0	0	0	1	0
chr12-112816109-112821646	0	0	0	0	1	0	0	0
chr12-113238904-113242660	0	1	0	0	0	0	0	0
chr12-114284913-114287793	0	1	0	0	0	0	0	0
chr12-116020182-116027044	0	0	0	1	0	0	0	1
chr12-116657042-116666794	0	0	0	0	1	0	0	0
chr12-118302714-118306846	0	0	1	0	0	0	0	0
chr12-119254247-119258062	0	0	0	1	0	0	0	0
chr12-119909432-119914153	0	0	0	1	0	0	0	0
chr12-12774550-12787468	0	0	0	0	1	0	0	0
chr12-13182071-13184410	0	1	0	0	0	0	0	0
chr12-14934246-14937992	0	0	0	1	0	0	0	1
chr12-15005229-15014694	0	1	0	0	0	0	1	0
chr12-16009298-16010701	0	0	0	0	1	0	0	0
chr12-16582042-16588903	0	0	0	0	1	0	0	0
chr12-17271230-17277904	0	0	0	0	1	0	0	0
chr12-17456657-17460107	0	1	0	0	0	0	0	0
chr12-17463352-17465085	0	1	0	0	0	0	0	0
chr12-24793799-24797293	1	0	0	0	0	0	0	0
chr12-26648466-26662338	0	0	0	1	0	0	0	1
chr12-27138204-27141059	0	0	0	0	1	0	0	0
chr12-27310205-27320731	0	0	0	0	1	0	0	0
chr12-27320732-27325407	0	0	0	0	1	0	0	0
chr12-28563710-28570512	0	1	0	0	0	0	0	0
chr12-28731326-28736493	0	0	0	2	0	0	0	2
chr12-29083802-29092252	0	1	0	0	0	0	1	0
chr12-30061534-30065373	0	1	0	0	0	0	0	0
chr12-31087524-31091267	0	1	0	0	0	0	0	0
chr12-31091268-31094653	1	0	0	0	0	0	0	0
chr12-31270023-31275674	0	0	0	0	0	1	0	0
chr12-31933478-31937395	0	0	0	0	1	0	0	0
chr12-3414544-3423167	1	1	0	0	0	0	0	0
chr12-37037963-37048509	0	1	0	0	0	0	0	0
chr12-37077452-37086003	1	0	0	0	0	0	0	0
chr12-3877528-3886199	0	0	0	0	1	0	0	0
chr12-40043295-40046439	0	2	0	0	0	0	0	0
chr12-40507318-40509370	0	0	0	0	1	0	0	0
chr12-40827301-40839285	0	0	0	0	1	0	0	0
chr12-4095217-4120814	0	0	0	0	1	0	0	0
chr12-41714816-41723651	0	1	0	0	0	0	0	0
chr12-44175524-44178728	0	1	0	0	0	0	0	0
chr12-44535617-44538278	0	0	0	0	1	0	0	0
chr12-44963085-44970055	0	1	0	0	0	0	1	0
chr12-46023119-46030741	0	0	0	1	0	0	0	0
chr12-51012276-51013572	0	0	1	0	0	0	0	0
chr12-52180700-52191126	0	0	0	1	0	0	0	0
chr12-52269522-52276808	0	0	0	0	1	0	0	0
chr12-54110049-54111111	0	0	0	0	2	0	0	0
chr12-54592206-54600933	0	0	0	1	0	0	0	0
chr12-54600934-54603078	0	0	0	1	0	0	0	1
chr12-55385445-55388438	0	0	0	0	1	0	0	0
chr12-55495639-55506641	0	0	0	0	2	0	0	0
chr12-55586952-55587482	0	1	0	0	0	0	0	0
chr12-56296353-56297192	0	0	0	0	1	0	0	0
chr12-59173341-59176158	0	0	0	0	2	0	0	0
chr12-60670612-60673923	0	1	0	0	0	0	0	0
chr12-62595251-62596223	0	0	0	1	0	0	0	0
chr12-64381162-64385558	0	0	0	1	0	0	0	0
chr12-65204584-65206637	1	0	0	0	0	0	0	0
chr12-65588954-65594299	1	0	0	0	0	0	0	0
chr12-65741896-65743389	0	1	0	0	0	0	0	0
chr12-66576413-66577849	0	0	0	1	0	0	0	1
chr12-67617333-67623608	1	0	0	0	0	0	0	0
chr12-69225416-69226529	0	0	0	0	1	0	0	0
chr12-69827083-69828319	0	0	0	0	1	0	0	0
chr12-69875884-69886481	0	0	0	0	1	0	0	0
chr12-70367761-70372400	0	0	1	0	0	0	0	0
chr12-70487379-70501765	0	0	0	1	0	0	0	0
chr12-70773862-70777261	0	0	0	0	1	0	0	0
chr12-71296099-71300299	0	0	0	0	1	0	0	0
chr12-71457992-71460880	0	0	0	0	1	0	0	0
chr12-71895419-71903087	0	1	0	0	0	0	1	0
chr12-72418863-72426607	0	0	0	1	0	0	0	0
chr12-72687840-72697207	0	3	0	0	0	0	0	0
chr12-72714966-72716858	0	0	0	0	1	0	0	0
chr12-72870158-72872529	0	1	0	0	0	0	1	0
chr12-72877705-72879410	0	1	0	0	0	0	0	0
chr12-74370243-74375046	0	1	0	0	0	0	0	0
chr12-75427525-75439410	0	1	0	0	0	0	0	0
chr12-75901442-75906302	0	1	0	0	0	0	1	0
chr12-76448643-76460771	0	0	0	0	1	0	0	0
chr12-76876553-76883650	0	0	0	0	1	0	0	0
chr12-80227913-80229609	0	0	0	0	1	0	0	0
chr12-80807154-80808423	0	0	0	0	1	0	0	0
chr12-80837938-80844887	0	0	0	0	1	0	0	0
chr12-81598468-81606505	0	1	0	0	0	0	0	0
chr12-8185263-8190694	0	0	1	0	0	0	0	0
chr12-82900491-82914234	0	0	0	2	0	0	0	2
chr12-83560467-83567508	1	0	0	0	0	0	0	0
chr12-83575526-83583592	0	0	0	0	1	0	0	0
chr12-84028184-84029203	0	1	0	0	0	0	0	0
chr12-84161443-84162675	0	0	0	0	1	0	0	0
chr12-84903684-84910676	0	1	0	0	0	0	0	0
chr12-85204641-85210131	0	0	0	0	0	1	0	0
chr12-85620658-85625049	0	0	0	0	1	0	0	0
chr12-86022996-86023997	0	0	0	0	0	1	0	0
chr12-86157187-86169046	0	0	0	0	1	0	0	0
chr12-86459994-86469804	0	0	0	0	1	0	0	0
chr12-86775861-86777309	0	0	0	0	1	0	0	0
chr12-86897279-86900891	0	0	0	0	1	0	0	0
chr12-87283691-87284615	0	0	0	0	1	0	0	0
chr12-90633707-90635875	0	0	0	1	0	0	0	0
chr12-98312973-98324404	0	0	1	0	0	0	0	0
chr12-98380761-98383995	0	1	0	0	0	0	1	0
chr12-99341229-99347682	0	0	0	0	1	0	0	0
chr12-99359909-99367133	0	0	0	0	1	0	0	0
chr12-99978505-99983990	0	0	0	1	0	0	0	0
chr13-100158281-100160883	0	1	0	0	0	0	0	0
chr13-100459047-100465173	0	0	0	0	1	0	0	0
chr13-102691286-102692465	0	0	0	0	1	0	0	0
chr13-102739026-102748955	0	0	0	0	1	0	0	0
chr13-102893605-102896829	0	0	0	0	1	0	0	0
chr13-104156164-104172402	0	1	0	0	0	0	1	0
chr13-106854186-106865204	0	0	0	0	1	0	0	0
chr13-107130599-107140736	0	0	0	0	1	0	0	0
chr13-107656241-107662959	0	0	0	0	1	0	0	0
chr13-107917587-107922096	0	0	0	0	1	0	0	0
chr13-108219543-108222718	0	0	0	0	1	0	0	0
chr13-109238025-109250027	0	0	0	0	0	1	0	0
chr13-110306572-110312535	0	0	0	1	0	0	0	1
chr13-112261298-112279430	0	1	0	0	0	0	1	0
chr13-112344486-112357381	0	0	0	0	1	0	0	0
chr13-112440538-112454582	0	1	0	0	0	0	1	0
chr13-112764603-112766067	0	0	0	0	0	1	0	0
chr13-113112177-113118460	0	0	0	1	0	0	0	1
chr13-113566063-113572050	0	0	0	0	1	0	0	0
chr13-113743380-113745977	0	1	0	0	0	0	0	0
chr13-113842790-113857135	0	0	0	0	1	0	0	0
chr13-117215015-117216103	0	0	0	0	1	0	0	0
chr13-117216104-117217264	0	0	0	0	1	0	0	0
chr13-118066746-118068696	0	1	0	0	0	0	0	0
chr13-119418623-119426332	0	0	1	0	0	0	0	0
chr13-119695833-119698432	0	0	0	0	1	0	0	0
chr13-11974977-11982462	0	0	0	0	1	0	0	0
chr13-12070493-12077130	0	0	0	0	1	0	0	0
chr13-12133909-12141285	0	0	1	0	0	0	0	0
chr13-16739840-16741775	0	0	0	2	0	0	0	2
chr13-16767314-16772037	0	0	0	0	1	0	0	0
chr13-16779702-16781358	0	1	0	0	0	0	1	0
chr13-16829759-16833470	1	0	0	0	0	0	0	0
chr13-17118409-17121220	0	1	0	1	0	0	1	1
chr13-17249499-17257108	0	1	0	0	0	0	0	0
chr13-17644091-17655700	1	0	0	0	0	0	0	0
chr13-17841638-17850963	0	1	0	0	0	0	1	0
chr13-18429355-18438174	0	1	0	0	0	0	1	0
chr13-18898136-18900980	0	0	0	1	0	0	0	0
chr13-19137870-19138769	1	0	0	0	0	0	0	0
chr13-19422818-19426944	1	0	0	0	0	0	0	0
chr13-19456724-19465795	0	1	0	0	0	0	0	0
chr13-19626753-19632882	2	0	0	0	0	0	0	0
chr13-19816833-19819979	0	1	0	0	0	0	0	0
chr13-20040758-20043065	0	0	0	0	1	0	0	0
chr13-20093677-20103196	0	0	0	0	1	0	0	0
chr13-20114561-20116504	0	1	0	0	0	0	0	0
chr13-21771338-21775346	0	1	0	0	0	0	1	0
chr13-21969982-21970729	0	0	0	0	1	0	0	0
chr13-22190710-22192900	0	1	0	0	0	0	0	0
chr13-22359221-22363832	0	1	0	0	0	0	0	0
chr13-22842342-22846716	1	1	0	0	0	0	0	0
chr13-23489830-23493792	0	0	0	0	1	0	0	0
chr13-23594941-23598873	0	0	0	0	1	0	0	0
chr13-23721813-23724419	0	0	0	1	0	0	0	1
chr13-23772846-23779409	0	1	0	0	0	0	1	0
chr13-24953982-24955814	0	1	0	0	0	0	0	0
chr13-27652200-27654733	0	1	0	0	0	0	0	0
chr13-27680768-27685055	0	0	0	0	0	1	0	0
chr13-28112179-28117747	0	0	0	1	0	0	0	0
chr13-28898241-28904751	0	0	0	0	1	0	0	0
chr13-30043882-30047415	0	0	0	0	0	1	0	0
chr13-30585958-30587042	0	0	0	0	0	1	0	0
chr13-30955730-30963096	0	0	0	0	1	0	0	0
